,Company,TypeName,Inches,Ram(GB),OpSys,Weight(Kg),Price_euros,MemorySSD(GB),MemoryHDD(GB),MemoryFlash(GB),MemoryHybrid(GB),CPU_Company,CPU_Version,CPU_Speed(GHz),GPU_Company,GPU_Version,ScreenResolution_Type,ScreenResolution_Width,ScreenResolution_High
733,Acer,Notebook,15.6,4,Windows 10,2.4,559.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
734,Lenovo,Notebook,13.3,8,Windows 10,1.44,960.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
735,Lenovo,Notebook,15.6,4,Windows 10,1.85,779.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
736,HP,Workstation,15.6,16,Windows 10,2.6,2419.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M2200,Full HD,1920,1080
737,Dell,2 in 1 Convertible,13.3,8,Windows 10,1.55,659.0,0.0,1024.0,0.0,0.0,Intel,Core i5 8250U,1.6,Intel,UHD Graphics 620,Full HD / Touchscreen,1920,1080
738,MSI,Gaming,15.6,16,Windows 10,1.8,2094.48,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
739,Acer,Notebook,15.6,4,Windows 10,2.4,410.8,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
740,Dell,Notebook,15.6,8,Windows 10,2.0,1207.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
741,Dell,Notebook,15.6,8,Windows 10,2.0,665.0,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
742,Toshiba,Notebook,14.0,8,Windows 10,1.25,1535.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
743,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.7,999.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
744,Lenovo,Workstation,15.6,16,Windows 10,2.5,3299.0,1024.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Nvidia,Quadro M520M,IPS Panel 4K Ultra HD,3840,2160
745,Acer,Notebook,14.0,2,Chrome OS,1.68,330.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
746,Samsung,Ultrabook,13.3,16,Windows 10,0.81,1649.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
747,HP,Notebook,15.6,8,Windows 10,1.86,539.0,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
748,Dell,Notebook,14.0,8,Windows 10,1.6,1126.71,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
749,HP,Workstation,17.3,16,Windows 7,3.0,4389.0,256.0,0.0,0.0,0.0,Intel,Xeon E3-1535M v5,2.9,Nvidia,Quadro M2000M,IPS Panel Full HD,1920,1080
750,Lenovo,Netbook,11.6,4,Windows 10,1.4,475.0,128.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Touchscreen,1366,768
751,HP,Notebook,15.6,8,Windows 10,1.84,1900.0,256.0,0.0,0.0,0.0,Intel,Core i5 6300U,2.4,Intel,HD Graphics 520,Full HD,1920,1080
752,Asus,Notebook,15.6,4,No OS,2.45,579.0,0.0,1024.0,0.0,0.0,Intel,Core i5 6300HQ,2.3,Nvidia,GeForce GTX 950M,Unknown,1366,768
753,Lenovo,Ultrabook,14.0,4,Windows 10,1.7,1096.0,180.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
754,Asus,Notebook,15.6,4,Windows 10,2.37,849.9,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Unknown,1366,768
755,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.3,1199.0,256.0,0.0,0.0,0.0,Intel,Core i5 6260U,1.8,Intel,HD Graphics 540,IPS Panel Quad HD+ / Touchscreen,3200,1800
756,HP,Notebook,15.6,8,Windows 10,2.2,1099.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
757,HP,Workstation,15.6,8,Windows 7,2.59,1561.0,256.0,0.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,Quadro M1000M,Full HD,1920,1080
758,Dell,Gaming,15.6,16,Windows 10,4.42,2868.99,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel 4K Ultra HD,3840,2160
759,Acer,Notebook,15.6,4,Windows 10,2.1,599.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
760,Lenovo,Gaming,15.6,8,Windows 10,2.5,1048.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
761,Dell,Ultrabook,12.5,16,Windows 10,1.18,1859.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD,1920,1080
762,Google,Ultrabook,12.3,8,Chrome OS,1.1,1559.0,256.0,0.0,0.0,0.0,Intel,Core i5 7Y57,1.2,Intel,HD Graphics 615,Touchscreen,2400,1600
763,Asus,Ultrabook,13.3,8,Windows 10,1.2,1129.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Quad HD+,3200,1800
764,Dell,Notebook,13.3,4,Windows 10,1.65,849.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
765,Acer,Notebook,13.3,4,Windows 10,1.6,655.0,128.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
766,Asus,Notebook,17.3,4,Windows 10,2.8,470.34,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Nvidia,GeForce 920MX,Unknown,1366,768
767,Dell,Gaming,15.6,16,Windows 10,2.72,1099.0,128.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 960M,IPS Panel Touchscreen / 4K Ultra HD,3840,2160
768,Samsung,Ultrabook,13.3,8,Windows 10,1.31,1599.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
769,Acer,Notebook,15.6,4,Linux,2.1,298.0,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
770,Dell,Notebook,15.6,16,Windows 10,2.3,1181.27,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,Full HD,1920,1080
771,Samsung,2 in 1 Convertible,15.0,16,Windows 10,1.71,1799.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon 540,Full HD / Touchscreen,1920,1080
772,Toshiba,Notebook,14.0,4,Windows 10,1.75,1020.0,128.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,IPS Panel,1366,768
773,Dell,Gaming,15.6,8,Windows 10,2.62,1099.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,Full HD,1920,1080
774,HP,Ultrabook,12.5,4,Windows 10,1.26,1244.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
775,Asus,2 in 1 Convertible,15.6,12,Windows 10,2.3,839.0,0.0,2048.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD / Touchscreen,1920,1080
776,Lenovo,Notebook,15.6,16,Windows 7,2.5,2370.0,512.0,0.0,0.0,0.0,Intel,Core i7 6820HQ,2.7,Nvidia,Quadro M2000M,4K Ultra HD,3840,2160
777,Acer,Notebook,14.0,4,Windows 10,1.8,636.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
778,Razer,Gaming,14.0,16,Windows 10,1.95,2899.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
779,Asus,Notebook,15.6,8,Windows 10,2.0,581.9,128.0,0.0,0.0,0.0,Intel,Pentium Dual Core N4200,1.1,Intel,HD Graphics 505,Unknown,1920,1080
780,Dell,Gaming,17.3,32,Windows 10,4.42,3588.8,1024.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070M,IPS Panel Full HD,1920,1080
781,Asus,Gaming,17.3,16,Windows 10,4.3,2350.0,256.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
782,Toshiba,Ultrabook,14.0,16,Windows 10,1.47,1764.0,512.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Nvidia,GeForce 930M,IPS Panel Full HD,1920,1080
783,Lenovo,Notebook,15.6,8,No OS,2.2,329.0,0.0,1024.0,0.0,0.0,Intel,Celeron Quad Core N3710,1.6,Intel,HD Graphics 405,Unknown,1366,768
784,Lenovo,Ultrabook,14.0,16,Windows 10,1.7,2299.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
785,MSI,Gaming,14.0,16,Windows 10,1.6,1891.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
786,MSI,Gaming,15.6,8,Windows 10,2.2,1089.0,128.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
787,Lenovo,Gaming,15.6,4,Windows 10,2.4,999.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
788,Acer,Gaming,17.3,16,Windows 10,4.2,2299.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
789,Dell,Gaming,15.6,8,Windows 10,2.62,985.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
790,Asus,Gaming,15.6,8,Windows 10,2.24,1339.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX1060,Full HD,1920,1080
791,Vero,Notebook,14.0,4,Windows 10,1.22,202.9,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1920,1080
792,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1970.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
793,Lenovo,2 in 1 Convertible,15.6,8,Windows 10,2.08,959.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R7 M460,Full HD / Touchscreen,1920,1080
794,Apple,Ultrabook,12.0,8,Mac OS X,0.92,1165.0,0.0,0.0,512.0,0.0,Intel,Core M,1.2,Intel,HD Graphics 5300,IPS Panel Retina Display,2304,1440
795,Lenovo,2 in 1 Convertible,14.0,8,Windows 10,1.42,2330.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Touchscreen,2560,1440
796,Asus,Notebook,14.0,4,Windows 10,1.63,299.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Unknown,1366,768
797,Dell,Notebook,15.6,8,Windows 10,1.95,810.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
798,Lenovo,2 in 1 Convertible,13.9,8,Windows 10,1.38,1349.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
799,Dell,Notebook,15.6,8,Windows 10,2.0,739.0,256.0,0.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M420X,Full HD,1920,1080
800,HP,Workstation,15.6,8,Windows 10,3.14,2064.9,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M2200,Full HD,1920,1080
801,Asus,Notebook,15.6,8,Windows 10,2.37,1099.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
802,Dell,Ultrabook,13.3,8,Windows 10,1.29,1499.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
803,Dell,Notebook,15.6,8,Windows 10,2.06,1749.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,4K Ultra HD / Touchscreen,3840,2160
804,Dell,Netbook,11.6,4,Windows 10,1.63,744.0,128.0,0.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
805,HP,Netbook,12.5,8,Windows 10,1.26,1389.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,Unknown,1366,768
806,Toshiba,Notebook,15.6,4,Windows 10,2.1,780.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
807,HP,Notebook,15.6,8,Windows 10,2.04,629.0,0.0,2048.0,0.0,0.0,AMD,A12-Series 9700P,2.5,AMD,Radeon R7 Graphics,Unknown,1366,768
808,Dell,Gaming,15.6,16,Windows 10,2.62,1679.0,512.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1050 Ti,4K Ultra HD,3840,2160
809,Lenovo,Notebook,15.6,4,Windows 10,2.4,609.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920M,Full HD,1920,1080
810,HP,Gaming,17.3,12,Windows 10,3.74,1749.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,AMD,Radeon RX 580,IPS Panel Full HD,1920,1080
811,MSI,Gaming,17.3,16,Windows 10,2.9,2415.0,512.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
812,Samsung,Ultrabook,13.3,8,Windows 10,0.81,1499.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
813,Dell,Notebook,15.6,8,Windows 10,1.98,961.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce GT 940MX,Full HD,1920,1080
814,Dell,Notebook,15.6,8,Windows 10,2.18,789.81,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,AMD,Radeon R5 M420,Full HD,1920,1080
815,Lenovo,Ultrabook,14.0,8,Windows 10,1.32,1859.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,Full HD,1920,1080
816,Razer,Ultrabook,12.5,16,Windows 10,1.29,1799.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.5,Intel,HD Graphics 620,IPS Panel 4K Ultra HD / Touchscreen,3840,2160
817,HP,Netbook,11.6,4,Chrome OS,1.23,385.0,0.0,0.0,16.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
818,Dell,Gaming,17.3,16,Windows 10,4.36,2505.02,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,IPS Panel Full HD,1920,1080
819,Dell,Notebook,14.0,4,Windows 10,1.76,755.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
820,Lenovo,Notebook,15.6,4,Windows 10,2.1,489.9,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
821,Toshiba,Ultrabook,14.0,4,Windows 10,1.25,1090.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
822,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,2499.0,512.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
823,MSI,Gaming,15.6,8,Windows 10,2.4,1199.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,Full HD,1920,1080
824,Lenovo,Ultrabook,14.0,8,Windows 10,1.13,1875.0,0.0,0.0,256.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
825,Toshiba,Notebook,14.0,4,Windows 10,1.75,499.0,128.0,0.0,0.0,0.0,Intel,Pentium Dual Core 4405U,2.1,Intel,HD Graphics 510,Unknown,1366,768
826,Asus,2 in 1 Convertible,13.3,8,Windows 10,1.1,1358.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Touchscreen / Full HD,1920,1080
827,Dell,Notebook,14.0,4,Windows 10,1.76,585.0,0.0,500.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Unknown,1366,768
828,Acer,Netbook,11.6,4,Chrome OS,1.35,355.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,IPS Panel,1366,768
829,Acer,Notebook,14.0,8,Windows 10,1.5,619.0,128.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
830,Razer,Gaming,17.3,32,Windows 10,3.49,5499.0,512.0,0.0,0.0,0.0,Intel,Core i7 7820HK,2.9,Nvidia,GeForce GTX 1080,4K Ultra HD / Touchscreen,3840,2160
831,Lenovo,Ultrabook,14.0,16,Windows 10,1.1,2099.0,512.0,0.0,0.0,0.0,Intel,Core i7 6600U,2.6,Intel,HD Graphics 520,IPS Panel Quad HD+,2560,1440
832,Asus,Notebook,15.6,4,Linux,2.1,519.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 920,Full HD,1920,1080
833,Lenovo,Notebook,14.0,8,Windows 10,1.7,1186.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
834,Lenovo,Notebook,14.0,8,Windows 10,1.32,1650.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
835,Dell,Gaming,15.6,16,Windows 10,3.21,2774.63,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
836,Asus,Gaming,17.3,16,Windows 10,2.9,2419.0,256.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,Full HD,1920,1080
837,Toshiba,Notebook,15.6,4,Windows 10,2.0,669.0,0.0,500.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,Unknown,1366,768
838,Lenovo,Notebook,14.0,4,Chrome OS,1.5,325.0,0.0,0.0,16.0,0.0,Intel,Celeron Quad Core N3160,1.6,Intel,HD Graphics 400,Unknown,1366,768
839,Asus,Notebook,15.6,8,Windows 10,2.3,590.0,0.0,128.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
840,Asus,Gaming,17.3,16,Windows 10,2.73,1799.0,512.0,1024.0,0.0,0.0,Intel,Core i7 6700HQ,2.6,Nvidia,GeForce GTX 1060,Full HD,1920,1080
841,Dell,Gaming,17.3,32,Windows 10,4.42,3072.89,512.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1070,IPS Panel Full HD,1920,1080
842,HP,Notebook,17.3,8,Windows 10,2.63,910.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Nvidia,GeForce 930MX,Unknown,1600,900
843,Dell,Notebook,15.6,8,Windows 10,2.18,713.99,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
844,HP,Ultrabook,14.0,8,Windows 7,1.54,1870.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
845,Dell,Notebook,15.6,4,Windows 10,2.18,739.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R5 M420,Full HD,1920,1080
846,HP,2 in 1 Convertible,11.6,4,Chrome OS,1.4,615.0,0.0,0.0,32.0,0.0,Intel,Celeron Dual Core N3350,1.1,Intel,HD Graphics 500,Touchscreen,1366,768
847,Asus,Ultrabook,13.3,8,Windows 10,1.45,1026.0,512.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Nvidia,GeForce 940M,IPS Panel Full HD,1920,1080
848,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2277.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
849,HP,Ultrabook,14.0,8,Windows 10,1.54,1468.0,512.0,0.0,0.0,0.0,Intel,Core i7 6500U,2.5,Intel,HD Graphics 520,Full HD,1920,1080
850,HP,Notebook,15.6,4,No OS,1.86,299.0,128.0,0.0,0.0,0.0,Intel,Celeron Dual Core N3060,1.6,Intel,HD Graphics 400,Unknown,1366,768
851,Asus,Gaming,15.6,16,Windows 10,2.1,1899.0,128.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GTX 1060,Full HD,1920,1080
852,Dell,Notebook,17.3,8,Linux,2.83,865.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7500U,2.7,AMD,Radeon R7 M445,Full HD,1920,1080
853,Lenovo,Ultrabook,14.0,8,Windows 10,1.96,1903.0,256.0,0.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,GeForce GT 940MX,IPS Panel Full HD,1920,1080
854,Asus,Notebook,15.6,8,Windows 10,2.3,787.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce GTX 930MX,IPS Panel Full HD,1920,1080
855,Dell,Notebook,15.6,8,Windows 10,1.9,945.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
856,Asus,Notebook,15.6,4,Windows 10,2.0,449.0,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
857,HP,2 in 1 Convertible,13.3,8,Windows 10,1.28,2559.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD / Touchscreen,1920,1080
858,Dell,Notebook,13.3,8,Windows 10,1.62,649.0,0.0,1024.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD / Touchscreen,1920,1080
859,Lenovo,Notebook,15.6,4,No OS,2.2,469.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,Intel,HD Graphics 520,Full HD,1920,1080
860,Lenovo,Notebook,15.6,8,Windows 10,2.3,850.66,0.0,1024.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
861,HP,Notebook,15.6,8,Windows 10,1.84,1349.0,256.0,0.0,0.0,0.0,Intel,Core i5 7300U,2.6,AMD,Radeon R7 M465,Full HD,1920,1080
862,Toshiba,Notebook,13.3,4,Windows 10,1.05,1285.0,128.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Full HD,1920,1080
863,Lenovo,Gaming,15.6,8,No OS,2.5,1017.0,0.0,1024.0,0.0,0.0,Intel,Core i5 7300HQ,2.5,Nvidia,GeForce GTX 1050,IPS Panel Full HD,1920,1080
864,Dell,Ultrabook,13.3,16,Windows 10,1.29,2240.0,512.0,0.0,0.0,0.0,Intel,Core i7 7660U,2.5,Intel,Iris Plus Graphics 640,Quad HD+ / Touchscreen,3200,1800
865,HP,Notebook,15.6,4,Windows 10,2.07,910.0,0.0,500.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Full HD,1920,1080
866,Toshiba,Ultrabook,13.3,8,Windows 10,1.2,1095.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Intel,HD Graphics 520,Unknown,1366,768
867,Lenovo,2 in 1 Convertible,13.3,8,Windows 10,1.37,1950.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD / Touchscreen,1920,1080
868,Acer,Notebook,14.0,8,Windows 10,1.56,902.0,256.0,0.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
869,Dell,Workstation,15.6,8,Windows 10,2.23,1778.0,0.0,1024.0,0.0,0.0,Intel,Core i7 7700HQ,2.8,Nvidia,Quadro M620,Full HD,1920,1080
870,Lenovo,Notebook,15.6,4,Windows 10,2.38,1055.0,0.0,500.0,0.0,0.0,Intel,Core i5 7200U,2.5,Intel,HD Graphics 620,Unknown,1366,768
871,Lenovo,Notebook,15.6,4,No OS,2.2,479.0,0.0,1024.0,0.0,0.0,Intel,Core i3 6006U,2.0,AMD,Radeon R5 M430,Full HD,1920,1080
872,Toshiba,Notebook,15.6,8,Windows 10,2.0,1388.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
873,Lenovo,Notebook,13.3,4,Windows 10,1.44,735.0,180.0,0.0,0.0,0.0,Intel,Core i3 7100U,2.4,Intel,HD Graphics 620,IPS Panel Full HD,1920,1080
874,Samsung,Ultrabook,15.0,16,Windows 10,1.23,1849.0,256.0,0.0,0.0,0.0,Intel,Core i7 7500U,2.7,Nvidia,GeForce 940MX,Full HD,1920,1080
875,Dell,Ultrabook,12.5,8,Windows 10,1.6,1690.0,256.0,0.0,0.0,0.0,Intel,Core i7 7600U,2.8,Intel,HD Graphics 620,Full HD,1920,1080
876,Asus,Notebook,15.6,4,Linux,2.0,398.99,0.0,1024.0,0.0,0.0,Intel,Pentium Quad Core N4200,1.1,Intel,HD Graphics 505,Unknown,1366,768
877,Xiaomi,Ultrabook,13.3,8,Windows 10,1.28,935.0,256.0,0.0,0.0,0.0,Intel,Core i5 6200U,2.3,Nvidia,GeForce 940MX,IPS Panel Full HD,1920,1080
